organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,aru_task_status,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,species_individual_comments,task_comments
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,OSFL,Olive-sided Flycatcher,CONTOPUS COOPERI,1,45457,TMTT,Song,121.35,1.24,-58.82,f,,Tyne Baker,23,"AE:2-4, overlap, but some distant",rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,45447,TMTT,Song,0.56,1.43,-50.33,f,,Tyne Baker,23,AE:2-3,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,45455,TMTT,Song,120.04,0.83,-57.34,f,,Tyne Baker,23,AE:2-3,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,45451,TMTT,Song,63.31,0.94,-60.32,f,,Tyne Baker,23,AE:2-3,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,VATH,Varied Thrush,IXOREUS NAEVIUS,1,45449,TMTT,Song,60.23,1.35,-73.55,f,,Tyne Baker,23,AE:3-5,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,VATH,Varied Thrush,IXOREUS NAEVIUS,1,45446,TMTT,Song,0.44,1.43,-52.02,f,,Tyne Baker,23,AE:3-5,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,VATH,Varied Thrush,IXOREUS NAEVIUS,1,45453,TMTT,Song,120.03,0.96,-64.69,f,,Tyne Baker,23,AE:3-5,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,45458,1,Song,132.60,1.40,-59.67,f,,Tyne Baker,23,,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,45452,1,Song,65.19,1.45,-69.99,f,,Tyne Baker,23,,rushing water in background
PC,10,WLNP-1-1,873,,-114.035145,49.017160,,,6994,2018-07-09 04:59:00,9997,Transcribed,180s,1SPM,HETH,Hermit Thrush,CATHARUS GUTTATUS,1,45456,1,Song,122.11,1.45,-66.92,f,,Tyne Baker,23,,rushing water in background
